"1","அ"
"2","அகன்"
"3","அகன்று"
"4","அச்ச"
"5","அச்சமும்"
"6","அஞ்சும்"
"7","அதுவே"
"8","அந்தணர்"
"9","அம்பலும்"
"10","அரசர்"
"11","அருகலும்"
"12","அருகும்"
"13","அருமறை"
"14","அல்ல"
"15","அல்லது"
"16","அல்லா"
"17","அலரும்"
"18","அவ்வயின்"
"19","அவண்"
"20","அவர்"
"21","அவருள்"
"22","அவளே"
"23","அவற்றுள்"
"24","அவன்"
"25","அவன்-வயின்"
"26","அவனொடு"
"27","அழிதலும்"
"28","அழிந்த"
"29","அறத்தாறு"
"30","அறத்தொடுநிற்றல்"
"31","அறப்பொருள்"
"32","அறிந்து"
"33","அறிப"
"34","அறிய"
"35","அறியவும்"
"36","அறியாமையும்"
"37","அறியாள்"
"38","அறியும்"
"39","அறிவுறுதலின்"
"40","அறிவுறூவும்-காலை"
"41","அன்பின்"
"42","அன்பு"
"43","அன்றே"
"44","அன்ன"
"45","அன்னவர்"
"46","ஆ"
"47","ஆகி"
"48","ஆகியர்"
"49","ஆகும்மே"
"50","ஆங்க"
"51","ஆங்கு"
"52","ஆங்ஙணம்"
"53","ஆயின்"
"54","ஆயினும்"
"55","ஆற்றானும்"
"56","ஆறு"
"57","ஆறே"
"58","ஆன"
"59","இகந்த"
"60","இகப்பினும்"
"61","இகவாது"
"62","இடத்து"
"63","இடத்தும்"
"64","இடந்தலைப்படலும்"
"65","இடம்"
"66","இடனே"
"67","இயல்பு"
"68","இயலான்"
"69","இயற்கை"
"70","இயற்கைய"
"71","இரண்டின்-அகம்"
"72","இரண்டு"
"73","இரண்டும்"
"74","இரண்டே"
"75","இரந்து"
"76","இரவினும்"
"77","இரவு"
"78","இரவுக்குறியே"
"79","இரு"
"80","இரு-வயின்"
"81","இருவரும்"
"82","இல்-வரை"
"83","இல்லா"
"84","இல்லும்"
"85","இல்லை"
"86","இலன்"
"87","இழிந்தோர்க்கு"
"88","இன்மையின்"
"89","இன்மையும்"
"90","இன்றே"
"91","இன்னாமையும்"
"92","ஈண்டையோர்"
"93","ஈர்-அறு"
"94","உண்டே"
"95","உணர்ச்சி"
"96","உணர்தல்"
"97","உணர்ந்த"
"98","உணர்ந்தனர்"
"99","உணர்ந்து"
"100","உணர்ப்பு-வயின்"
"101","உணரினும்"
"102","உயர்ந்தோர்க்கு"
"103","உரித்தே"
"104","உரிய"
"105","உரியது"
"106","உரியவை"
"107","உரியன்"
